バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,最終プレー日時
DJ TROOPERS,Ubertreffen,PROGRESSIVE BAROQUE,TAKA respect for J.S.B.,2,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,2396,1129,138,5,HARD CLEAR,2016-10-08 17:12
EMPRESS,CaptivAte2～覚醒～,NOSTALISH REQUIEM,e-lma,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,B4U(BEMANI FOR YOU MIX),RECKLESS RAVE,Remixed by DJ YOSHITAKA with Michael a la mode,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,Colorful Cookie,HAPPY HARDCORE,Lucky Vacuum,1,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,3016,1359,298,50,HARD CLEAR,2016-04-03 22:05
EMPRESS,V2,PROGRESSIVE,TAKA,1,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,3373,1591,191,10,HARD CLEAR,2016-09-24 12:52
EMPRESS,天空脳番長危機十六連打,RAGE AGAINST EMPRESS,D.J.SETUP,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
EMPRESS,不沈艦CANDY,HARDCORE,Risk Junk,1,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,12,3067,1435,197,26,HARD CLEAR,2016-09-10 13:12
EMPRESS,HYPERION,MORNING FULL ON,L.E.D.,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,BITTER CHOCOLATE STRIKER,JUMPSTYLE,L.E.D.-G,1,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,3118,1277,564,49,HARD CLEAR,2016-04-03 22:26
EMPRESS,Fly Above,DREAM TRANCE,Sota Fujimori,1,5,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,8,1985,969,47,1,FULLCOMBO CLEAR,2016-10-08 18:35
EMPRESS,Arabian Rave Night,ARABIC HARDCORE,dj MAX STEROID,1,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,2772,1295,182,13,HARD CLEAR,2016-10-01 13:20
EMPRESS,山岡晃の「クイズ！家事都合！」,ポップス,AKIRA YAMAOKA feat.喜屋武ちあき,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,Queen's Tragedy,BIGBEAT,猫叉Master+,2,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,2143,1012,119,5,FULLCOMBO CLEAR,2016-08-27 11:22
EMPRESS,Kung-fu Empire,ASIAN JANGLE,飛燕流舞,1,6,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,NO PLAY,11,3044,1419,206,17,HARD CLEAR,2016-10-01 13:17
EMPRESS,ALL MY TURN -このターンに、オレの全てを賭ける-,ONLY ONE EURO BEAT,SUPER STAR 満-MITSURU-,1,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,2435,1138,159,8,HARD CLEAR,2016-10-01 13:41
EMPRESS,Marie Antoinette,宮廷円舞曲,Marguerite du Pre,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,Turii ～Panta rhei～,ELEMENTAL CHANT,Zektbach,1,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,2549,1211,127,5,HARD CLEAR,2016-08-27 12:42
EMPRESS,卑弥呼,ESOTERIC SPEEDCORE,朱雀 VS 玄武,1,6,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,12,2956,1235,486,127,CLEAR,2016-04-03 23:04
EMPRESS,smooooch・∀・,CANDY RAVE,kors k,2,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,2067,991,85,3,HARD CLEAR,2016-08-27 13:22
EMPRESS,Flash Back 90's,MEGA MIX,kors k as disconation,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,Programmed World,PSY TRANCE(FULL ON),kors k as StripE,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
EMPRESS,まほろば,J-DANCE POP,HHH+H,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
EMPRESS,3y3s,DANCE SPEED,青龍,1,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,2890,1236,418,88,CLEAR,2016-09-24 11:36
EMPRESS,Monkey Dance '09,EUROBEAT,Y&Co. Feat. DOMINO,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,ALL I NEED YOUR LOVE,HARD CORE,GUHROOVY fw. M-Project,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
EMPRESS,NΦ CRIME,DANCE MUSIC OF SORROW,C×F,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
EMPRESS,naughty girl@Queen's Palace,TECH-BREAKBEATS,DJ Mass MAD Izm*,1,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,1932,874,184,13,HARD CLEAR,2016-10-15 13:37
EMPRESS,BRIDAL FESTIVAL !!!,HAPPY ☆ JIG,S.S.D. with ななっち,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,MY FUTURE,TRANCE,PINK PONG,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
EMPRESS,Punch Love 仮面,E-DANCE POP,上野圭市(aka. Babyweapon，DJ SWAMI)feat.星野奏子,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,I'm Screaming LOVE,TECHNO POP,Creative Life,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
EMPRESS,鉄甲乙女-under the steel-,IRON CONCERTO,Seiya Murai,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
EMPRESS,You'll say "Now!",ONLY ONE TECHNO,BLACK STAR 幸広-YUKIHIRO-,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,Secrets,TECH-PARA,good-cool ft. CHiCO,1,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,2985,1409,167,11,HARD CLEAR,2016-09-18 11:49
EMPRESS,neogenesis,ENERGETIC TRANCE,DM Ashura,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
EMPRESS,Bahram Attack-猫叉Master Remix-,HOUSE,猫叉Master feat.JUNE,2,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,2537,1230,77,3,FULLCOMBO CLEAR,2016-10-15 13:19
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,BUCHIAGE TRANCE,Remixed by DJ YOSHITAKA,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,THANK YOU FOR PLAYING,ONLY ONE EPILOGUE,SUPER STAR 満-MITSURU-,1,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,2032,963,106,6,HARD CLEAR,2016-10-08 18:47
EMPRESS,Jack,MIXTURE,DesQ,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
EMPRESS,凛として咲く花の如く,撫子ロック,紅色リトマス,2,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,2725,1327,71,2,FULLCOMBO CLEAR,2016-08-17 11:49
EMPRESS,Go Beyond!!,TRANCE CORE,Ryu☆ Vs. Sota,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,CLEAR,2015-11-28 17:30
EMPRESS,SOLITON BEAM,TECHNO,L.E.D.,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,2015-11-28 17:30
EMPRESS,Just a Little Smile,NU SKOOL BREAKS,Sota Fujimori,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Elisha,TRANCE CORE,DJ YOSHITAKA,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,MIRACLE MEETS,BUCHIAGE TRANCE,Lucky Vacuum,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,NoN-Fiction Story!,TECHNO POP,Creative Life,0,4,0,0,0,-1,FULLCOMBO CLEAR,7,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
SIRIUS,DROP,WHITE SEQUENCE,dj TAKA feat.Kanako Hoshino,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Roots of my way!,ACTRESS,ナイア,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,G59,EXPERIMENTAL MUSIC,怒れる金の獅子,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,DOMINION,HARDCORE,L.E.D.-G,0,7,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,GALGALIM,HARDCORE TECHNO,L.E.D.,0,6,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,EXUSIA,HARDCORE,L.E.D.-G,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,1,4,0,0,0,-1,FULLCOMBO CLEAR,7,0,0,0,-1,HARD CLEAR,10,1916,921,74,3,FULLCOMBO CLEAR,2015-12-08 20:51
SIRIUS,She is my wife,ONLY ONE BALLAD,SUPER STAR 満-MITSURU-,1,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,1868,887,94,10,HARD CLEAR,2016-10-01 13:43
SIRIUS,NEW SENSATION -もう、あなたしか見えない-,ONLY ONE IDOL SONG,SUPER HEROINE 彩香-AYAKA-,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Raison d'etre～交差する宿命～,ASTRAL CHOIR,Zektbach,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Almagest,AKASHIC RECORDS,Galdeira,7,7,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,12,2753,1242,269,48,CLEAR,2016-10-08 18:19
SIRIUS,ワルツ第17番 ト短調”大犬のワルツ”,VALSE,virkato,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,バビロニア,DISTORTED NEW AGE,劇団レコード,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Last Burning,ELECTRO,Dirty Androids,2,5,0,0,0,-1,FULLCOMBO CLEAR,7,0,0,0,-1,HARD CLEAR,10,2228,1044,140,6,FULLCOMBO CLEAR,2016-06-18 09:43
SIRIUS,Bad Maniacs,INDUSTRIAL,kors k as teranoid,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Programmed Sun,PSY TRANCE(MORNING),kors k,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,D,NEXT SKOOL BREAKBEATS HARDCORE,Eagle,0,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,FAILED,2015-11-28 17:30
SIRIUS,bloomin' feeling,HAPPY HARDCORE,Ryu☆,0,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Light Shine,BUBBLEGUM DANCE,Ryu☆,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
SIRIUS,DESIRE,UK HARDCORE,M-Project fw. GUHROOVY,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Brazilian Fire,LATIN HOUSE,Ben Franklin,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,FAILED,12,0,0,0,-1,CLEAR,2015-11-28 17:30
SIRIUS,コスモス,J-POP,TSU-NA,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
SIRIUS,かずあそび,INSANIO,CULTVOICE by S.S.D.PRODUCTS,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,beatchic☆仮面～好き、でいさせて～,E-DANCE POP,上野圭市(transforming into Masao Lovely)feat.星野奏子,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,未来のプリズム,STARPOP,星野奏子,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Keep it-秋葉工房mix-,EUROBEAT,DJ Command feat. NAGISA,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Session 1 -Genesis-,ELECTRIC FUSION,PRASTIK DANCEFLOOR,0,6,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Hydrogen Blueback,TECH DANCE,MAD CHILD,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
SIRIUS,mosaic,TECHNO POP SPEED,Auridy,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Empire State Glory,CYBERPUNK,Dirty Androids,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,bass 2 bass,BUBBLEGUM DANCE,Ryu☆,7,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,1761,813,135,3,HARD CLEAR,2016-10-21 17:31
SIRIUS,Evans,HARD RENAISSANCE,DJ YOSHITAKA,0,6,0,0,0,-1,NO PLAY,11,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,水上の提督(Short mix from "幻想水滸伝V"),WORLD/ELECTRONICA,猫叉Master,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,eRAseRmOToRpHAntOM,HARDCORE,L.E.D.-G VS GUHROOVY,0,7,0,0,0,-1,CLEAR,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,CLEAR,2015-11-28 17:30
SIRIUS,DAWN -THE NEXT ENDEAVOUR-,DRUM & BASS,L.E.D. fw.堀澤麻衣子,0,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
SIRIUS,サヨナラ・ヘヴン,WORLD/ELECTRONICA,猫叉Master,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,quell～the seventh slave～,TRANCE,dj TAKA Vs. DJ YOSHITAKA,5,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,12,2877,1318,241,28,HARD CLEAR,2016-10-15 15:19
SIRIUS,SOLID STATE SQUAD,HARDSTYLE,kors k Vs. L.E.D.,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,GOLDEN CROSS,TECHNO,dj REMO-CON VS dj TAKA,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,The Story Begins,EPIC TRANCE,SADA & Sota,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
SIRIUS,BEAUTIFUL ANGEL,DRUM'N'BASS,DJ SWAN,1,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,2373,1135,103,10,HARD CLEAR,2016-08-27 12:45
SIRIUS,THE LAST STRIKER,DRUM & BASS,L.E.D.,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
SIRIUS,Sorrows,EMO,Asako Yoshihiro,2,5,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,FULLCOMBO CLEAR,10,2386,1147,92,4,FULLCOMBO CLEAR,2016-06-18 10:41
Resort Anthem,Watch Out Pt.2,TECH-BREAKBEATS,DJ Mass MAD Izm* VS.DJ Yoshitaka,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,12,0,0,0,-1,CLEAR,2015-11-28 17:30
Resort Anthem,Tropical April,VACATION DANCE,Risk Junk,0,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,DAYDREAMER,GIRLY ROCK,ピンクターボ,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,perditus†paradisus,ANTHEM CORE,iconoclasm,5,7,0,0,0,-1,NO PLAY,11,0,0,0,-1,NO PLAY,12,3465,1532,401,51,CLEAR,2016-10-08 19:18
Resort Anthem,THE DOOR INTO RAINBOW,TRANCE,L.E.D.,2,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,2084,985,114,13,HARD CLEAR,2016-10-24 19:14
Resort Anthem,XANADU OF TWO,DANCE POP,T.Kakuta With Starving Trancer + 森永真由美,3,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,2631,1259,113,4,FULLCOMBO CLEAR,2016-08-27 12:10
Resort Anthem,ELECTRIC MASSIVE DIVER,GABBA,L.E.D.-G,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,THE BLACK KNIGHT,GOA TRANCE,L.E.D.,1,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,2744,1283,178,9,HARD CLEAR,2016-10-23 18:07
Resort Anthem,PARADISE LOST,TRANCE CORE,Ryu☆ Vs. L.E.D.-G,1,7,0,0,0,-1,NO PLAY,11,0,0,0,-1,NO PLAY,12,2926,1299,328,28,HARD CLEAR,2016-09-24 12:19
Resort Anthem,Never Fade Away,IIDX HANDZ UP!!,Sota Fujimori feat. dj MAX STEROID,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,おおきなこえで,WORLD/POPS,猫叉Master feat.Sana,0,3,0,0,0,-1,NO PLAY,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
Resort Anthem,Destiny Sword,ELECTRIC STEP,CAPACITY GATE,1,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,2271,1078,115,12,HARD CLEAR,2016-09-10 13:04
Resort Anthem,Aegis,TECHNO,IT medalion,2,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,2243,1063,117,10,HARD CLEAR,2016-10-11 15:34
Resort Anthem,ZETA～素数の世界と超越者～,IDM,Zektbach,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,旅人リラン,ELECLORE,XOGO BRYKK,2,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,2449,1155,139,19,HARD CLEAR,2016-09-18 12:31
Resort Anthem,Dances with Snow Fairies,トレンディートランス,Dr.Honda,4,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,2845,1310,225,40,HARD CLEAR,2016-09-18 12:10
Resort Anthem,I FIGHT ME,DRUM & BASS,kobo feat. Marsha,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,Vermillion,PSYCHE FUSION,Mystic Moon,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,Programmed Life,PSY TRANCE(FULL ON),kors k,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,Kailua,ENERGETIC HAWAIIAN TRANCE,kors k,3,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,2049,951,147,12,HARD CLEAR,2016-09-24 13:15
Resort Anthem,Bounce Bounce Bounce,DANCEHALL,kors k feat.Kanata Okajima＆楽天斎,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,Mermaid girl,BUBBLEGUM DANCE,Cream puff,3,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,2167,1056,55,0,FULLCOMBO CLEAR,2016-08-27 11:58
Resort Anthem,passionate fate,HANDZ UP,Ryu☆,1,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,1983,921,141,5,HARD CLEAR,2016-06-18 09:54
Resort Anthem,Golden Palms,NU DISCO,Dirty Androids,4,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,1901,882,137,8,HARD CLEAR,2016-07-08 07:27
Resort Anthem,BLUST OF WIND,CROSSOVER HOUSE,Anemo=Aspel by MLREC.,2,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,2031,956,119,0,FULLCOMBO CLEAR,2016-08-27 13:10
Resort Anthem,BROKEN EDEN,SYMPHONIC-TEK,MYTHOLOGIA by MLREC.,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
Resort Anthem,Rock Da House,UK HARDCORE,M-Project fw. GUHROOVY,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,灼熱Beach Side Bunny,BROKEN SAMBA BREAK,DJ Mass MAD Izm*,15,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,2604,1085,434,65,CLEAR,2016-10-15 13:56
Resort Anthem,WISE UP!,RESORT HOUSE,木之下慶行 feat.星野奏子,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,LIFE SCROLLING,DETROIT TECHNO,HIROSHI WATANABE,1,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,2134,1017,100,5,FULLCOMBO CLEAR,2016-04-23 23:18
Resort Anthem,Session 9 -Chronicles-,ROCKIN' DRUM'N'BASS,PRASTIK DANCEFLOOR,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,CLEAR,2015-11-28 17:30
Resort Anthem,Space Time,ENERGETIC TRANCE,NISH,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,Believe In Me,HARDCORE,Uraken feat. Calyn Tsukishima,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,Let The Track Flow,UK HARDCORE,Brisk & Ham,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
Resort Anthem,Energy Drive,HARDCORE,kevin energy,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
